,scope,module_type,scope_mean,scope_percentage
0,down_blocks-64,Down_SuperBlock,1.3034749617334456,21.0437126948197
1,down_blocks-32,Down_SuperBlock,0.4396757564856671,7.098264692447512
2,down_blocks-16,Down_SuperBlock,0.3733345142973121,6.027230663092153
3,down_blocks-8,Down_SuperBlock,0.08935406462405808,1.4425603247203391
5,mid_block,Mid_SuperBlock,0.16987108857138083,2.742452665372656
4,UpBlock-8,Up_SuperBlock,0.19110754427965732,3.0853007335756124
6,UpBlock-16,Up_SuperBlock,0.701966267300304,11.332765786983643
7,UpBlock-32,Up_SuperBlock,0.8215382748807315,13.263174155180499
8,UpBlock-64,Up_SuperBlock,2.072963108983822,33.4665731011843
9,others,misc,0.030844611726932314,0.4979651826235577
