,scope,module_type,scope_mean,scope_percentage
0,unet.down_blocks.0.attentions.0,Transformer2DModel,0.5915993919537869,9.740820250013025
1,unet.down_blocks.0.attentions.1,Transformer2DModel,0.5905536671169103,9.723602149714866
2,unet.down_blocks.1.attentions.0,Transformer2DModel,0.14958804483758287,2.463001612462114
3,unet.down_blocks.1.attentions.1,Transformer2DModel,0.14714657358126715,2.4228022258893795
4,unet.down_blocks.2.attentions.0,Transformer2DModel,0.1177675042185001,1.939069082029534
5,unet.down_blocks.2.attentions.1,Transformer2DModel,0.11752064669854008,1.9350045161053648
6,unet.up_blocks.1.attentions.0,Transformer2DModel,0.12546756115043536,2.065852292947214
7,unet.up_blocks.1.attentions.1,Transformer2DModel,0.12748237866908313,2.09902672745924
8,unet.up_blocks.1.attentions.2,Transformer2DModel,0.12274366238852963,2.0210026724441734
9,unet.up_blocks.2.attentions.0,Transformer2DModel,0.1600586721498985,2.6354029028307675
10,unet.up_blocks.2.attentions.1,Transformer2DModel,0.15502914839889853,2.5525906358338992
11,unet.up_blocks.2.attentions.2,Transformer2DModel,0.15151381870964542,2.4947099228239313
12,unet.up_blocks.3.attentions.0,Transformer2DModel,0.5871002089406829,9.666740165417567
13,unet.up_blocks.3.attentions.1,Transformer2DModel,0.5872542048164178,9.669275742980995
14,unet.up_blocks.3.attentions.2,Transformer2DModel,0.5867685799836181,9.661279818256292
15,unet.mid_block.attentions.0,Transformer2DModel,0.08469485145178623,1.3945202366905904
16,others,misc,1.6711153442214712,27.51529904610105
