,scope,module_type,scope_mean,scope_percentage
0,unet.down_blocks.0.resnets.0,ResnetBlock2D,0.048964315454941246,0.7992342955978997
1,unet.down_blocks.0.attentions.0,Transformer2DModel,0.5915993919537869,9.740820250013025
2,unet.down_blocks.0.resnets.1,ResnetBlock2D,0.05084031975711696,0.8298559220427301
3,unet.down_blocks.0.attentions.1,Transformer2DModel,0.5905536671169103,9.723602149714866
4,unet.down_blocks.1.resnets.0,ResnetBlock2D,0.05714115828741342,0.9327031935229524
5,unet.down_blocks.1.attentions.0,Transformer2DModel,0.14958804483758287,2.463001612462114
6,unet.down_blocks.1.resnets.1,ResnetBlock2D,0.060204185493057595,0.9827003469264967
7,unet.down_blocks.1.attentions.1,Transformer2DModel,0.14714657358126715,2.4228022258893795
8,unet.down_blocks.2.resnets.0,ResnetBlock2D,0.05325367900077253,0.8692486809776063
9,unet.down_blocks.2.attentions.0,Transformer2DModel,0.1177675042185001,1.939069082029534
10,unet.down_blocks.2.resnets.1,ResnetBlock2D,0.05964611947420053,0.9735911518456668
11,unet.down_blocks.2.attentions.1,Transformer2DModel,0.11752064669854008,1.9350045161053648
12,unet.down_blocks.3.resnets.0,ResnetBlock2D,0.04571904339827597,0.746262397550652
13,unet.down_blocks.3.resnets.1,ResnetBlock2D,0.04161784452735447,0.6793193848637042
14,unet.mid_block.resnets.0,ResnetBlock2D,0.038821281923446804,0.6336716775065699
15,unet.mid_block.attentions.0,Transformer2DModel,0.08469485145178623,1.3945202366905904
16,unet.mid_block.resnets.1,ResnetBlock2D,0.03864519906346686,0.630797513755778
17,unet.up_blocks.0.resnets.0,ResnetBlock2D,0.05622590383864008,0.9177636862948497
18,unet.up_blocks.0.resnets.1,ResnetBlock2D,0.05259061231045052,0.8584255818645059
19,unet.up_blocks.0.resnets.2,ResnetBlock2D,0.052645292144734415,0.8593181093803356
20,unet.up_blocks.1.resnets.0,ResnetBlock2D,0.08434136472060345,1.3766864827155367
21,unet.up_blocks.1.attentions.0,Transformer2DModel,0.12546756115043536,2.065852292947214
22,unet.up_blocks.1.resnets.1,ResnetBlock2D,0.09394817810389214,1.5334964913104463
23,unet.up_blocks.1.attentions.1,Transformer2DModel,0.12748237866908313,2.09902672745924
24,unet.up_blocks.1.resnets.2,ResnetBlock2D,0.08132741773151793,1.3274904554371016
25,unet.up_blocks.1.attentions.2,Transformer2DModel,0.12274366238852963,2.0210026724441734
26,unet.up_blocks.2.resnets.0,ResnetBlock2D,0.11937545224209316,1.9485405769062338
27,unet.up_blocks.2.attentions.0,Transformer2DModel,0.1600586721498985,2.6354029028307675
28,unet.up_blocks.2.resnets.1,ResnetBlock2D,0.09420889498433098,1.5377521185024525
29,unet.up_blocks.2.attentions.1,Transformer2DModel,0.15502914839889853,2.5525906358338992
30,unet.up_blocks.2.resnets.2,ResnetBlock2D,0.07945609756279737,1.2969452871244385
31,unet.up_blocks.2.attentions.2,Transformer2DModel,0.15151381870964542,2.4947099228239313
32,unet.up_blocks.3.resnets.0,ResnetBlock2D,0.1424098656512797,2.3245264965407784
33,unet.up_blocks.3.attentions.0,Transformer2DModel,0.5871002089406829,9.666740165417567
34,unet.up_blocks.3.resnets.1,ResnetBlock2D,0.0733241144218482,1.1968542069012365
35,unet.up_blocks.3.attentions.1,Transformer2DModel,0.5872542048164178,9.669275742980995
36,unet.up_blocks.3.resnets.2,ResnetBlock2D,0.07292106018867343,1.1902752368258631
37,unet.up_blocks.3.attentions.2,Transformer2DModel,0.5867685799836181,9.661279818256292
38,others,others,0.5000836846535108
