,scope,module_type,scope_mean,scope_percentage
0,unet.down_blocks.0.attentions.0,Transformer2DModel,0.01968077141791582,3.922467158443347
1,unet.down_blocks.0.attentions.1,Transformer2DModel,0.0193308528047055,3.8527267890594485
2,unet.down_blocks.1.attentions.0,Transformer2DModel,0.01696761422790587,3.3817226038970456
3,unet.down_blocks.1.attentions.1,Transformer2DModel,0.01725117340683937,3.4382372365414406
4,unet.down_blocks.2.attentions.0,Transformer2DModel,0.018508341675624252,3.6887965841520125
5,unet.down_blocks.2.attentions.1,Transformer2DModel,0.01843528598546982,3.674236253193272
6,unet.up_blocks.1.attentions.0,Transformer2DModel,0.018354104831814766,3.658056480442768
7,unet.up_blocks.1.attentions.1,Transformer2DModel,0.018354279221966863,3.658091237192381
8,unet.up_blocks.1.attentions.2,Transformer2DModel,0.018300948943942786,3.6474622704888873
9,unet.up_blocks.2.attentions.0,Transformer2DModel,0.016736059868708252,3.335572768097407
10,unet.up_blocks.2.attentions.1,Transformer2DModel,0.017042309837415816,3.3966097782339193
11,unet.up_blocks.2.attentions.2,Transformer2DModel,0.017029841197654605,3.394124721681244
12,unet.up_blocks.3.attentions.0,Transformer2DModel,0.018408420402556656,3.6688818204613622
13,unet.up_blocks.3.attentions.1,Transformer2DModel,0.01861893143504858,3.710837625643262
14,unet.up_blocks.3.attentions.2,Transformer2DModel,0.018585561169311406,3.7041867800720647
15,unet.mid_block.attentions.0,Transformer2DModel,0.0185119756963104,3.6895208609850614
16,others,misc,0.21162823657505214,42.17846903141507
