,scope,module_type,scope_mean,scope_percentage
0,DownBlock-64,CrossAttnDownBlock2D,0.05539458259008825,11.130211697075124
1,DownBlock-32,CrossAttnDownBlock2D,0.051178910536691546,10.283173589631305
2,DownBlock-16,CrossAttnDownBlock2D,0.05484107625670731,11.018997885576812
3,DownBlock-8,DownBlock2D,0.015225313184782863,3.05916122078017
4,MidBlock,UNetMidBlock2DCrossAttn,0.03428580714389682,6.888909959670738
5,UpBlock-8,UpBlock2D,0.02820354336872697,5.666825050826155
6,UpBlock-16,CrossAttnUpBlock2D,0.08365120384842158,16.807701475752452
7,UpBlock-32,CrossAttnUpBlock2D,0.07828261977992952,15.729013373018141
8,UpBlock-64,CrossAttnUpBlock2D,0.08210366098210216,16.496759883505206
9,others,misc,0.014528960501775157,2.919245864163893
